!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                     !
!          data file        :         put/spec.dat                    !
!          t-matrix file    :    output/tmatrix.tl                    !
!          rad integral file:    utput/tmatrix.rad                    !
!          cluster file     :     tput/cluster.clu                    !
!                                                                     !
!                                                                     !
!          spectroscopy     :      PHD        algorithm : MI          !
!          inner potential  :      0.00 eV                            !
!                                                                     !
!          initial state    : 2p     selection rules: INITL =  2      !
!                                                                     !
!          incoming beam    :                                         !
!          THETA_LUM:    55.15  PHI_LUM:   -44.70  E_LUM:  1486.60 eV !
!                                                                     !
!          outgoing beam    :                                         !
!          THETA_INI:   -80.00      THETA_FIN:    79.50               !
!          PHI_INI  :     0.00      PHI_FIN  :     0.00               !
!          E_INI    :   379.10 eV   E_FIN    :   379.10 eV            !
!                                                                     !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

  PHD           CROSS-SECTION
  0  0  0  0  0  0  1  0
   1   320     1    6  0
    1  -55.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -55.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -55.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -55.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -55.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -55.00    0.00    379.10  0.594134E-02  0.606879E-02
    0  -55.00    0.00    379.10  0.594134E-02  0.606879E-02
   -1  -55.00    0.00    379.10  0.594134E-02  0.606879E-02
    1  -54.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -54.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -54.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -54.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -54.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -54.50    0.00    379.10  0.615774E-02  0.623291E-02
    0  -54.50    0.00    379.10  0.615774E-02  0.623291E-02
   -1  -54.50    0.00    379.10  0.615774E-02  0.623291E-02
    1  -54.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -54.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -54.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -54.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -54.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -54.00    0.00    379.10  0.637515E-02  0.668292E-02
    0  -54.00    0.00    379.10  0.637515E-02  0.668292E-02
   -1  -54.00    0.00    379.10  0.637515E-02  0.668292E-02
    1  -53.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -53.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -53.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -53.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -53.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -53.50    0.00    379.10  0.659339E-02  0.704927E-02
    0  -53.50    0.00    379.10  0.659339E-02  0.704927E-02
   -1  -53.50    0.00    379.10  0.659339E-02  0.704927E-02
    1  -53.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -53.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -53.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -53.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -53.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -53.00    0.00    379.10  0.681231E-02  0.701422E-02
    0  -53.00    0.00    379.10  0.681231E-02  0.701422E-02
   -1  -53.00    0.00    379.10  0.681231E-02  0.701422E-02
    1  -52.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -52.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -52.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -52.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -52.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -52.50    0.00    379.10  0.703176E-02  0.688279E-02
    0  -52.50    0.00    379.10  0.703176E-02  0.688279E-02
   -1  -52.50    0.00    379.10  0.703176E-02  0.688279E-02
    1  -52.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -52.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -52.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -52.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -52.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -52.00    0.00    379.10  0.725162E-02  0.721646E-02
    0  -52.00    0.00    379.10  0.725162E-02  0.721646E-02
   -1  -52.00    0.00    379.10  0.725162E-02  0.721646E-02
    1  -51.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -51.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -51.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -51.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -51.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -51.50    0.00    379.10  0.747173E-02  0.795087E-02
    0  -51.50    0.00    379.10  0.747173E-02  0.795087E-02
   -1  -51.50    0.00    379.10  0.747173E-02  0.795087E-02
    1  -51.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -51.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -51.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -51.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -51.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -51.00    0.00    379.10  0.769197E-02  0.831341E-02
    0  -51.00    0.00    379.10  0.769197E-02  0.831341E-02
   -1  -51.00    0.00    379.10  0.769197E-02  0.831341E-02
    1  -50.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -50.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -50.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -50.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -50.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -50.50    0.00    379.10  0.791222E-02  0.784816E-02
    0  -50.50    0.00    379.10  0.791222E-02  0.784816E-02
   -1  -50.50    0.00    379.10  0.791222E-02  0.784816E-02
    1  -50.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -50.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -50.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -50.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -50.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -50.00    0.00    379.10  0.813235E-02  0.724079E-02
    0  -50.00    0.00    379.10  0.813235E-02  0.724079E-02
   -1  -50.00    0.00    379.10  0.813235E-02  0.724079E-02
    1  -49.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -49.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -49.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -49.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -49.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -49.50    0.00    379.10  0.835224E-02  0.770146E-02
    0  -49.50    0.00    379.10  0.835224E-02  0.770146E-02
   -1  -49.50    0.00    379.10  0.835224E-02  0.770146E-02
    1  -49.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -49.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -49.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -49.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -49.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -49.00    0.00    379.10  0.857179E-02  0.948263E-02
    0  -49.00    0.00    379.10  0.857179E-02  0.948263E-02
   -1  -49.00    0.00    379.10  0.857179E-02  0.948263E-02
    1  -48.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -48.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -48.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -48.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -48.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -48.50    0.00    379.10  0.879089E-02  0.113396E-01
    0  -48.50    0.00    379.10  0.879089E-02  0.113396E-01
   -1  -48.50    0.00    379.10  0.879089E-02  0.113396E-01
    1  -48.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -48.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -48.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -48.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -48.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -48.00    0.00    379.10  0.900942E-02  0.117184E-01
    0  -48.00    0.00    379.10  0.900942E-02  0.117184E-01
   -1  -48.00    0.00    379.10  0.900942E-02  0.117184E-01
    1  -47.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -47.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -47.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -47.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -47.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -47.50    0.00    379.10  0.922730E-02  0.103908E-01
    0  -47.50    0.00    379.10  0.922730E-02  0.103908E-01
   -1  -47.50    0.00    379.10  0.922730E-02  0.103908E-01
    1  -47.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -47.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -47.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -47.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -47.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -47.00    0.00    379.10  0.944442E-02  0.869278E-02
    0  -47.00    0.00    379.10  0.944442E-02  0.869278E-02
   -1  -47.00    0.00    379.10  0.944442E-02  0.869278E-02
    1  -46.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -46.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -46.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -46.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -46.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -46.50    0.00    379.10  0.966070E-02  0.812773E-02
    0  -46.50    0.00    379.10  0.966070E-02  0.812773E-02
   -1  -46.50    0.00    379.10  0.966070E-02  0.812773E-02
    1  -46.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -46.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -46.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -46.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -46.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -46.00    0.00    379.10  0.987604E-02  0.892224E-02
    0  -46.00    0.00    379.10  0.987604E-02  0.892224E-02
   -1  -46.00    0.00    379.10  0.987604E-02  0.892224E-02
    1  -45.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -45.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -45.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -45.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -45.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -45.50    0.00    379.10  0.100904E-01  0.100521E-01
    0  -45.50    0.00    379.10  0.100904E-01  0.100521E-01
   -1  -45.50    0.00    379.10  0.100904E-01  0.100521E-01
    1  -45.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -45.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -45.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -45.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -45.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -45.00    0.00    379.10  0.103036E-01  0.105189E-01
    0  -45.00    0.00    379.10  0.103036E-01  0.105189E-01
   -1  -45.00    0.00    379.10  0.103036E-01  0.105189E-01
    1  -44.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -44.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -44.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -44.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -44.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -44.50    0.00    379.10  0.105156E-01  0.103480E-01
    0  -44.50    0.00    379.10  0.105156E-01  0.103480E-01
   -1  -44.50    0.00    379.10  0.105156E-01  0.103480E-01
    1  -44.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -44.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -44.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -44.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -44.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -44.00    0.00    379.10  0.107264E-01  0.102955E-01
    0  -44.00    0.00    379.10  0.107264E-01  0.102955E-01
   -1  -44.00    0.00    379.10  0.107264E-01  0.102955E-01
    1  -43.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -43.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -43.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -43.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -43.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -43.50    0.00    379.10  0.109359E-01  0.108063E-01
    0  -43.50    0.00    379.10  0.109359E-01  0.108063E-01
   -1  -43.50    0.00    379.10  0.109359E-01  0.108063E-01
    1  -43.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -43.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -43.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -43.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -43.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -43.00    0.00    379.10  0.111440E-01  0.115067E-01
    0  -43.00    0.00    379.10  0.111440E-01  0.115067E-01
   -1  -43.00    0.00    379.10  0.111440E-01  0.115067E-01
    1  -42.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -42.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -42.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -42.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -42.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -42.50    0.00    379.10  0.113506E-01  0.117383E-01
    0  -42.50    0.00    379.10  0.113506E-01  0.117383E-01
   -1  -42.50    0.00    379.10  0.113506E-01  0.117383E-01
    1  -42.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -42.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -42.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -42.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -42.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -42.00    0.00    379.10  0.115557E-01  0.113956E-01
    0  -42.00    0.00    379.10  0.115557E-01  0.113956E-01
   -1  -42.00    0.00    379.10  0.115557E-01  0.113956E-01
    1  -41.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -41.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -41.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -41.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -41.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -41.50    0.00    379.10  0.117592E-01  0.110589E-01
    0  -41.50    0.00    379.10  0.117592E-01  0.110589E-01
   -1  -41.50    0.00    379.10  0.117592E-01  0.110589E-01
    1  -41.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -41.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -41.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -41.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -41.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -41.00    0.00    379.10  0.119611E-01  0.113019E-01
    0  -41.00    0.00    379.10  0.119611E-01  0.113019E-01
   -1  -41.00    0.00    379.10  0.119611E-01  0.113019E-01
    1  -40.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -40.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -40.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -40.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -40.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -40.50    0.00    379.10  0.121613E-01  0.120074E-01
    0  -40.50    0.00    379.10  0.121613E-01  0.120074E-01
   -1  -40.50    0.00    379.10  0.121613E-01  0.120074E-01
    1  -40.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -40.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -40.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -40.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -40.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -40.00    0.00    379.10  0.123598E-01  0.124795E-01
    0  -40.00    0.00    379.10  0.123598E-01  0.124795E-01
   -1  -40.00    0.00    379.10  0.123598E-01  0.124795E-01
    1  -39.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -39.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -39.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -39.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -39.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -39.50    0.00    379.10  0.125564E-01  0.122247E-01
    0  -39.50    0.00    379.10  0.125564E-01  0.122247E-01
   -1  -39.50    0.00    379.10  0.125564E-01  0.122247E-01
    1  -39.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -39.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -39.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -39.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -39.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -39.00    0.00    379.10  0.127513E-01  0.115390E-01
    0  -39.00    0.00    379.10  0.127513E-01  0.115390E-01
   -1  -39.00    0.00    379.10  0.127513E-01  0.115390E-01
    1  -38.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -38.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -38.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -38.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -38.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -38.50    0.00    379.10  0.129442E-01  0.112467E-01
    0  -38.50    0.00    379.10  0.129442E-01  0.112467E-01
   -1  -38.50    0.00    379.10  0.129442E-01  0.112467E-01
    1  -38.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -38.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -38.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -38.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -38.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -38.00    0.00    379.10  0.131352E-01  0.118400E-01
    0  -38.00    0.00    379.10  0.131352E-01  0.118400E-01
   -1  -38.00    0.00    379.10  0.131352E-01  0.118400E-01
    1  -37.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -37.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -37.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -37.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -37.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -37.50    0.00    379.10  0.133243E-01  0.129008E-01
    0  -37.50    0.00    379.10  0.133243E-01  0.129008E-01
   -1  -37.50    0.00    379.10  0.133243E-01  0.129008E-01
    1  -37.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -37.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -37.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -37.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -37.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -37.00    0.00    379.10  0.135114E-01  0.134221E-01
    0  -37.00    0.00    379.10  0.135114E-01  0.134221E-01
   -1  -37.00    0.00    379.10  0.135114E-01  0.134221E-01
    1  -36.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -36.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -36.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -36.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -36.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -36.50    0.00    379.10  0.136964E-01  0.127731E-01
    0  -36.50    0.00    379.10  0.136964E-01  0.127731E-01
   -1  -36.50    0.00    379.10  0.136964E-01  0.127731E-01
    1  -36.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -36.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -36.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -36.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -36.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -36.00    0.00    379.10  0.138793E-01  0.114175E-01
    0  -36.00    0.00    379.10  0.138793E-01  0.114175E-01
   -1  -36.00    0.00    379.10  0.138793E-01  0.114175E-01
    1  -35.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -35.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -35.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -35.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -35.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -35.50    0.00    379.10  0.140602E-01  0.106889E-01
    0  -35.50    0.00    379.10  0.140602E-01  0.106889E-01
   -1  -35.50    0.00    379.10  0.140602E-01  0.106889E-01
    1  -35.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -35.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -35.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -35.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -35.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -35.00    0.00    379.10  0.142389E-01  0.117465E-01
    0  -35.00    0.00    379.10  0.142389E-01  0.117465E-01
   -1  -35.00    0.00    379.10  0.142389E-01  0.117465E-01
    1  -34.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -34.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -34.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -34.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -34.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -34.50    0.00    379.10  0.144154E-01  0.145484E-01
    0  -34.50    0.00    379.10  0.144154E-01  0.145484E-01
   -1  -34.50    0.00    379.10  0.144154E-01  0.145484E-01
    1  -34.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -34.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -34.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -34.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -34.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -34.00    0.00    379.10  0.145897E-01  0.176870E-01
    0  -34.00    0.00    379.10  0.145897E-01  0.176870E-01
   -1  -34.00    0.00    379.10  0.145897E-01  0.176870E-01
    1  -33.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -33.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -33.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -33.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -33.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -33.50    0.00    379.10  0.147618E-01  0.192571E-01
    0  -33.50    0.00    379.10  0.147618E-01  0.192571E-01
   -1  -33.50    0.00    379.10  0.147618E-01  0.192571E-01
    1  -33.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -33.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -33.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -33.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -33.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -33.00    0.00    379.10  0.149317E-01  0.181385E-01
    0  -33.00    0.00    379.10  0.149317E-01  0.181385E-01
   -1  -33.00    0.00    379.10  0.149317E-01  0.181385E-01
    1  -32.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -32.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -32.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -32.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -32.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -32.50    0.00    379.10  0.150993E-01  0.147845E-01
    0  -32.50    0.00    379.10  0.150993E-01  0.147845E-01
   -1  -32.50    0.00    379.10  0.150993E-01  0.147845E-01
    1  -32.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -32.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -32.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -32.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -32.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -32.00    0.00    379.10  0.152646E-01  0.109854E-01
    0  -32.00    0.00    379.10  0.152646E-01  0.109854E-01
   -1  -32.00    0.00    379.10  0.152646E-01  0.109854E-01
    1  -31.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -31.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -31.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -31.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -31.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -31.50    0.00    379.10  0.154276E-01  0.880011E-02
    0  -31.50    0.00    379.10  0.154276E-01  0.880011E-02
   -1  -31.50    0.00    379.10  0.154276E-01  0.880011E-02
    1  -31.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -31.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -31.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -31.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -31.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -31.00    0.00    379.10  0.155882E-01  0.937790E-02
    0  -31.00    0.00    379.10  0.155882E-01  0.937790E-02
   -1  -31.00    0.00    379.10  0.155882E-01  0.937790E-02
    1  -30.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -30.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -30.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -30.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -30.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -30.50    0.00    379.10  0.157465E-01  0.123973E-01
    0  -30.50    0.00    379.10  0.157465E-01  0.123973E-01
   -1  -30.50    0.00    379.10  0.157465E-01  0.123973E-01
    1  -30.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -30.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -30.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -30.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -30.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -30.00    0.00    379.10  0.159024E-01  0.163907E-01
    0  -30.00    0.00    379.10  0.159024E-01  0.163907E-01
   -1  -30.00    0.00    379.10  0.159024E-01  0.163907E-01
    1  -29.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -29.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -29.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -29.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -29.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -29.50    0.00    379.10  0.160559E-01  0.196582E-01
    0  -29.50    0.00    379.10  0.160559E-01  0.196582E-01
   -1  -29.50    0.00    379.10  0.160559E-01  0.196582E-01
    1  -29.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -29.00    0.00    379.10  0.000000E+00  0.000000E+00
